order_id,order_date,region,product,category,units,unit_price,revenue,customer
SO-10629,2025-10-15,East,Wireless Mouse,Accessories,10,1200,12000,Evergreen Foods
SO-10630,2025-10-15,North,Wireless Mouse,Accessories,23,1200,27600,Cedar Finserv
SO-10631,2025-10-15,North,Webcam,Audio and Video,23,4200,96600,Cedar Finserv
SO-10632,2025-10-16,West,USB-C Hub,Accessories,22,3500,77000,Cedar Finserv
SO-10633,2025-10-16,South,24-inch Monitor,Displays,7,14500,101500,Lotus Infra
SO-10634,2025-10-16,South,Webcam,Audio and Video,11,4200,46200,Ganga Textiles
SO-10635,2025-10-16,West,Wireless Mouse,Accessories,20,1200,24000,Ganga Textiles
SO-10636,2025-10-16,East,Office Chair,Furniture,22,12500,275000,Monsoon Travel
SO-10637,2025-10-16,South,Headset,Audio and Video,22,6500,143000,Harbour Hotels
SO-10638,2025-10-16,West,Wireless Mouse,Accessories,24,1200,28800,Falcon Freight
SO-10639,2025-10-16,West,Conference Speaker,Audio and Video,19,18000,342000,Vista Telecom
SO-10640,2025-10-18,West,27-inch Monitor,Displays,12,24000,288000,Coral Retail
SO-10641,2025-10-18,West,Laptop Stand,Accessories,17,1800,30600,Nimbus Cloud
SO-10642,2025-10-18,West,Conference Speaker,Audio and Video,2,18000,36000,Evergreen Foods
SO-10643,2025-10-19,North,Conference Speaker,Audio and Video,21,18000,378000,Kite Media
SO-10644,2025-10-19,South,USB-C Hub,Accessories,7,3500,24500,Ganga Textiles
SO-10645,2025-10-20,West,Headset,Audio and Video,10,6500,65000,Riverstone Realty
SO-10646,2025-10-20,South,Standing Desk,Furniture,23,32000,736000,Bluepeak Analytics
SO-10647,2025-10-21,West,24-inch Monitor,Displays,12,14500,174000,Quartz Mining
SO-10648,2025-10-21,South,Office Chair,Furniture,3,12500,37500,Anvil Logistics
SO-10649,2025-10-22,East,Wireless Mouse,Accessories,5,1200,6000,Harbour Hotels
SO-10650,2025-10-22,North,Wireless Mouse,Accessories,15,1200,18000,Harbour Hotels
SO-10651,2025-10-23,East,Conference Speaker,Audio and Video,12,18000,216000,Nimbus Cloud
SO-10652,2025-10-24,West,Wireless Mouse,Accessories,2,1200,2400,Jasmine Pharma
SO-10653,2025-10-24,West,Conference Speaker,Audio and Video,2,18000,36000,Saffron Kitchens
SO-10654,2025-10-25,North,Wireless Mouse,Accessories,25,1200,30000,Riverstone Realty
SO-10655,2025-10-25,South,Wireless Mouse,Accessories,10,1200,12000,Indigo Learning
SO-10656,2025-10-26,East,27-inch Monitor,Displays,1,24000,24000,Cedar Finserv
SO-10657,2025-10-26,West,USB-C Hub,Accessories,9,3500,31500,Umber Paints
SO-10658,2025-10-26,East,Office Chair,Furniture,22,12500,275000,Kite Media
SO-10659,2025-10-26,North,Standing Desk,Furniture,21,32000,672000,Ganga Textiles
SO-10660,2025-10-27,West,24-inch Monitor,Displays,19,14500,275500,Coral Retail
SO-10661,2025-10-27,North,Office Chair,Furniture,5,12500,62500,Indigo Learning
SO-10662,2025-10-28,East,Office Chair,Furniture,1,12500,12500,Deccan Motors
SO-10663,2025-10-28,West,Conference Speaker,Audio and Video,14,18000,252000,Harbour Hotels
SO-10664,2025-11-01,West,24-inch Monitor,Displays,20,14500,290000,Ganga Textiles
SO-10665,2025-11-02,West,24-inch Monitor,Displays,13,14500,188500,Saffron Kitchens
SO-10666,2025-11-02,North,Wireless Mouse,Accessories,2,1200,2400,Cedar Finserv
SO-10667,2025-11-02,South,Webcam,Audio and Video,22,4200,92400,Riverstone Realty
SO-10668,2025-11-02,South,USB-C Hub,Accessories,9,3500,31500,Jasmine Pharma
SO-10669,2025-11-02,North,Webcam,Audio and Video,8,4200,33600,Anvil Logistics
SO-10670,2025-11-03,South,Office Chair,Furniture,10,12500,125000,Falcon Freight
SO-10671,2025-11-03,East,Webcam,Audio and Video,14,4200,58800,Lotus Infra
SO-10672,2025-11-03,West,USB-C Hub,Accessories,5,3500,17500,Jasmine Pharma
SO-10673,2025-11-03,South,24-inch Monitor,Displays,19,14500,275500,Tamarind Tech
SO-10674,2025-11-04,North,Conference Speaker,Audio and Video,18,18000,324000,Lotus Infra
SO-10675,2025-11-04,West,Office Chair,Furniture,11,12500,137500,Totally Fine Corp
SO-10676,2025-11-05,West,24-inch Monitor,Displays,18,14500,261000,Deccan Motors
SO-10677,2025-11-05,North,Standing Desk,Furniture,24,32000,768000,Bluepeak Analytics
SO-10678,2025-11-05,South,Headset,Audio and Video,21,6500,136500,Ganga Textiles
SO-10679,2025-11-05,North,Conference Speaker,Audio and Video,16,18000,288000,Riverstone Realty
SO-10680,2025-11-05,North,Webcam,Audio and Video,16,4200,67200,Cedar Finserv
SO-10681,2025-11-06,South,Conference Speaker,Audio and Video,24,18000,432000,Harbour Hotels
SO-10682,2025-11-06,West,Office Chair,Furniture,20,12500,250000,Ganga Textiles
SO-10683,2025-11-06,North,Standing Desk,Furniture,1,32000,32000,Falcon Freight
SO-10684,2025-11-06,North,Laptop Stand,Accessories,5,1800,9000,Bluepeak Analytics
SO-10685,2025-11-06,North,Wireless Mouse,Accessories,17,1200,20400,Indigo Learning
SO-10686,2025-11-07,North,24-inch Monitor,Displays,21,14500,304500,Deccan Motors
SO-10687,2025-11-07,North,USB-C Hub,Accessories,7,3500,24500,Banyan Health
SO-10688,2025-11-08,South,Standing Desk,Furniture,11,32000,352000,Nimbus Cloud
SO-10689,2025-11-09,North,Headset,Audio and Video,19,6500,123500,Nimbus Cloud
SO-10690,2025-11-09,West,27-inch Monitor,Displays,21,24000,504000,Jasmine Pharma
SO-10691,2025-11-10,East,Laptop Stand,Accessories,15,1800,27000,Riverstone Realty
SO-10692,2025-11-10,South,27-inch Monitor,Displays,10,24000,240000,Saffron Kitchens
SO-10693,2025-11-10,West,Wireless Mouse,Accessories,23,1200,27600,Tamarind Tech
SO-10694,2025-11-11,East,27-inch Monitor,Displays,7,24000,168000,Riverstone Realty
SO-10695,2025-11-12,North,Office Chair,Furniture,3,12500,37500,Ganga Textiles
SO-10696,2025-11-13,South,Laptop Stand,Accessories,5,1800,9000,Peacock Apparel
SO-10697,2025-11-13,North,Wireless Mouse,Accessories,25,1200,30000,Umber Paints
SO-10698,2025-11-14,South,Webcam,Audio and Video,3,4200,12600,Orchid Interiors
SO-10699,2025-11-14,East,Office Chair,Furniture,21,12500,262500,Falcon Freight
SO-10700,2025-11-14,West,Headset,Audio and Video,8,6500,52000,Nimbus Cloud
SO-10701,2025-11-14,West,Office Chair,Furniture,22,12500,275000,Monsoon Travel
SO-10702,2025-11-14,South,Wireless Mouse,Accessories,23,1200,27600,Lotus Infra
SO-10703,2025-11-14,West,24-inch Monitor,Displays,24,14500,348000,Orchid Interiors
SO-10704,2025-11-15,South,Conference Speaker,Audio and Video,4,18000,72000,Kite Media
SO-10705,2025-11-15,North,Wireless Mouse,Accessories,20,1200,24000,Cedar Finserv
SO-10706,2025-11-15,South,Laptop Stand,Accessories,21,1800,37800,Quartz Mining
SO-10707,2025-11-15,South,Headset,Audio and Video,13,6500,84500,Orchid Interiors
SO-10708,2025-11-15,West,Office Chair,Furniture,13,12500,162500,Cedar Finserv
SO-10709,2025-11-16,West,24-inch Monitor,Displays,1,14500,14500,Indigo Learning
SO-10710,2025-11-17,West,Wireless Mouse,Accessories,23,1200,27600,Vista Telecom
SO-10711,2025-11-17,North,Laptop Stand,Accessories,11,1800,19800,Totally Fine Corp
SO-10712,2025-11-17,East,Laptop Stand,Accessories,19,1800,34200,Lotus Infra
SO-10713,2025-11-17,East,24-inch Monitor,Displays,22,14500,319000,Tamarind Tech
SO-10714,2025-11-19,South,USB-C Hub,Accessories,13,3500,45500,Harbour Hotels
SO-10715,2025-11-19,South,24-inch Monitor,Displays,24,14500,348000,Totally Fine Corp
SO-10716,2025-11-19,East,Conference Speaker,Audio and Video,19,18000,342000,Cedar Finserv
SO-10717,2025-11-19,West,27-inch Monitor,Displays,20,24000,480000,Anvil Logistics
SO-10718,2025-11-21,East,USB-C Hub,Accessories,7,3500,24500,Tamarind Tech
SO-10719,2025-11-21,North,Office Chair,Furniture,3,12500,37500,Orchid Interiors
SO-10720,2025-11-21,East,27-inch Monitor,Displays,22,24000,528000,Jasmine Pharma
SO-10721,2025-11-22,North,Webcam,Audio and Video,19,4200,79800,Saffron Kitchens
SO-10722,2025-11-22,North,Standing Desk,Furniture,2,32000,64000,Banyan Health
SO-10723,2025-11-22,West,Laptop Stand,Accessories,2,1800,3600,Ganga Textiles
SO-10724,2025-11-22,South,Headset,Audio and Video,24,6500,156000,Orchid Interiors
SO-10725,2025-11-22,West,Conference Speaker,Audio and Video,2,18000,36000,Nimbus Cloud
SO-10726,2025-11-22,North,Office Chair,Furniture,20,12500,250000,Vista Telecom
SO-10727,2025-11-23,North,Conference Speaker,Audio and Video,9,18000,162000,Ganga Textiles
SO-10728,2025-11-23,South,Wireless Mouse,Accessories,14,1200,16800,Nimbus Cloud
SO-10729,2025-11-24,East,Webcam,Audio and Video,3,4200,12600,Nimbus Cloud
SO-10730,2025-11-24,East,Webcam,Audio and Video,1,4200,4200,Nimbus Cloud
SO-10731,2025-11-24,South,Laptop Stand,Accessories,15,1800,27000,Jasmine Pharma
SO-10732,2025-11-24,North,Headset,Audio and Video,11,6500,71500,Vista Telecom
SO-10733,2025-11-25,West,Conference Speaker,Audio and Video,9,18000,162000,Bluepeak Analytics
SO-10734,2025-11-25,South,Webcam,Audio and Video,18,4200,75600,Harbour Hotels
SO-10735,2025-11-26,West,Standing Desk,Furniture,6,32000,192000,Riverstone Realty
SO-10736,2025-11-26,North,Office Chair,Furniture,3,12500,37500,Riverstone Realty
SO-10737,2025-11-26,South,Conference Speaker,Audio and Video,9,18000,162000,Saffron Kitchens
SO-10738,2025-11-26,North,Headset,Audio and Video,3,6500,19500,Banyan Health
SO-10739,2025-11-27,East,Standing Desk,Furniture,11,32000,352000,Lotus Infra
SO-10740,2025-11-27,South,Office Chair,Furniture,24,12500,300000,Peacock Apparel
SO-10741,2025-11-27,East,USB-C Hub,Accessories,5,3500,17500,Indigo Learning
SO-10742,2025-11-28,North,27-inch Monitor,Displays,16,24000,384000,Falcon Freight
SO-10743,2025-11-28,North,Laptop Stand,Accessories,3,1800,5400,Ganga Textiles
SO-10744,2025-11-28,South,27-inch Monitor,Displays,19,24000,456000,Vista Telecom
SO-10745,2025-12-01,East,USB-C Hub,Accessories,5,3500,17500,Vista Telecom
SO-10746,2025-12-01,South,Standing Desk,Furniture,13,32000,416000,Coral Retail
SO-10747,2025-12-02,North,Webcam,Audio and Video,6,4200,25200,Vista Telecom
SO-10748,2025-12-02,West,Conference Speaker,Audio and Video,9,18000,162000,Vista Telecom
SO-10749,2025-12-02,South,USB-C Hub,Accessories,1,3500,3500,Jasmine Pharma
SO-10750,2025-12-03,North,Standing Desk,Furniture,12,32000,384000,Tamarind Tech
SO-10751,2025-12-04,West,Laptop Stand,Accessories,14,1800,25200,Totally Fine Corp
SO-10752,2025-12-04,West,Office Chair,Furniture,2,12500,25000,Nimbus Cloud
SO-10753,2025-12-04,North,Webcam,Audio and Video,19,4200,79800,Quartz Mining
SO-10754,2025-12-05,West,Standing Desk,Furniture,21,32000,672000,Coral Retail
SO-10755,2025-12-05,West,24-inch Monitor,Displays,8,14500,116000,Anvil Logistics
SO-10756,2025-12-05,West,Webcam,Audio and Video,2,4200,8400,Tamarind Tech
SO-10757,2025-12-06,West,Headset,Audio and Video,14,6500,91000,Harbour Hotels
SO-10758,2025-12-06,West,USB-C Hub,Accessories,19,3500,66500,Lotus Infra
SO-10759,2025-12-07,East,Wireless Mouse,Accessories,17,1200,20400,Falcon Freight
SO-10760,2025-12-07,West,Standing Desk,Furniture,8,32000,256000,Cedar Finserv
SO-10761,2025-12-07,South,Headset,Audio and Video,9,6500,58500,Coral Retail
SO-10762,2025-12-07,South,Headset,Audio and Video,2,6500,13000,Coral Retail
SO-10763,2025-12-07,South,Wireless Mouse,Accessories,2,1200,2400,Nimbus Cloud
SO-10764,2025-12-08,South,Wireless Mouse,Accessories,23,1200,27600,Indigo Learning
SO-10765,2025-12-08,East,Laptop Stand,Accessories,7,1800,12600,Falcon Freight
SO-10766,2025-12-09,South,USB-C Hub,Accessories,23,3500,80500,Peacock Apparel
SO-10767,2025-12-09,North,Laptop Stand,Accessories,19,1800,34200,Kite Media
SO-10768,2025-12-10,East,Conference Speaker,Audio and Video,1,18000,18000,Evergreen Foods
SO-10769,2025-12-10,West,Webcam,Audio and Video,19,4200,79800,Lotus Infra
SO-10770,2025-12-10,North,Webcam,Audio and Video,16,4200,67200,Deccan Motors
SO-10771,2025-12-11,North,Webcam,Audio and Video,22,4200,92400,Evergreen Foods
SO-10772,2025-12-11,West,Conference Speaker,Audio and Video,5,18000,90000,Tamarind Tech
SO-10773,2025-12-12,West,27-inch Monitor,Displays,22,24000,528000,Indigo Learning
SO-10774,2025-12-13,North,Headset,Audio and Video,8,6500,52000,Monsoon Travel
SO-10775,2025-12-13,West,Wireless Mouse,Accessories,5,1200,6000,Vista Telecom
SO-10776,2025-12-13,West,Headset,Audio and Video,13,6500,84500,Quartz Mining
SO-10777,2025-12-14,South,Standing Desk,Furniture,18,32000,576000,Lotus Infra
SO-10778,2025-12-14,South,24-inch Monitor,Displays,11,14500,159500,Tamarind Tech
SO-10779,2025-12-16,East,Standing Desk,Furniture,8,32000,256000,Totally Fine Corp
SO-10780,2025-12-17,East,Conference Speaker,Audio and Video,24,18000,432000,Quartz Mining
SO-10781,2025-12-18,North,Webcam,Audio and Video,6,4200,25200,Vista Telecom
SO-10782,2025-12-18,East,Webcam,Audio and Video,16,4200,67200,Bluepeak Analytics
SO-10783,2025-12-19,South,Standing Desk,Furniture,13,32000,416000,Saffron Kitchens
SO-10784,2025-12-20,East,USB-C Hub,Accessories,4,3500,14000,Quartz Mining
SO-10785,2025-12-20,South,Webcam,Audio and Video,14,4200,58800,Orchid Interiors
SO-10786,2025-12-20,East,24-inch Monitor,Displays,13,14500,188500,Bluepeak Analytics
SO-10787,2025-12-21,East,24-inch Monitor,Displays,24,14500,348000,Monsoon Travel
SO-10788,2025-12-22,West,Wireless Mouse,Accessories,18,1200,21600,Lotus Infra
SO-10789,2025-12-24,South,Wireless Mouse,Accessories,20,1200,24000,Indigo Learning
SO-10790,2025-12-24,East,Office Chair,Furniture,4,12500,50000,Orchid Interiors
SO-10791,2025-12-24,North,USB-C Hub,Accessories,24,3500,84000,Umber Paints
SO-10792,2025-12-24,North,Webcam,Audio and Video,8,4200,33600,Peacock Apparel
SO-10793,2025-12-25,West,27-inch Monitor,Displays,12,24000,288000,Banyan Health
SO-10794,2025-12-25,South,Standing Desk,Furniture,13,32000,416000,Coral Retail
SO-10795,2025-12-25,South,27-inch Monitor,Displays,15,24000,360000,Kite Media
SO-10796,2025-12-26,East,USB-C Hub,Accessories,4,3500,14000,Quartz Mining
SO-10797,2025-12-26,East,USB-C Hub,Accessories,7,3500,24500,Orchid Interiors
SO-10798,2025-12-27,West,Headset,Audio and Video,14,6500,91000,Falcon Freight
SO-10799,2025-12-27,North,USB-C Hub,Accessories,16,3500,56000,Umber Paints
SO-10800,2025-12-28,East,Webcam,Audio and Video,3,4200,12600,Peacock Apparel
